pop,gen,cost,compositionality,agent
22,28,28.946618749999992,0.0625,rational
22,29,27.896453124999994,0.03125,rational
22,30,20.731499999999993,0.0,rational
22,31,23.788893749999993,0.0,rational
23,1,53.34369999999996,0.0,rational
23,2,26.846287499999992,0.0,rational
23,3,23.78889374999999,0.0,rational
23,4,24.808024999999994,0.0,rational
23,5,29.934715624999992,0.03125,rational
23,6,28.884549999999994,0.0,rational
23,7,29.903681249999995,0.0,rational
23,8,25.827156249999994,0.0,rational
23,9,25.82715624999999,0.0,rational
23,10,24.80802499999999,0.0,rational
23,11,21.75063124999999,0.0,rational
23,12,27.865418749999996,0.0,rational
23,13,22.76976249999999,0.0,rational
23,14,24.808024999999997,0.0,rational
23,15,23.788893749999993,0.0,rational
23,16,20.731499999999993,0.0,rational
23,17,21.75063124999999,0.0,rational
23,18,23.788893749999993,0.0,rational
23,19,29.903681249999995,0.0,rational
23,20,21.75063124999999,0.0,rational
23,21,24.839059374999987,0.03125,rational
23,22,27.865418749999996,0.0,rational
23,23,24.80802499999999,0.0,rational
23,24,27.865418749999996,0.0,rational
23,25,32.99210937499999,0.03125,rational
23,26,25.827156249999994,0.0,rational
23,27,27.89645312499999,0.03125,rational
23,28,25.827156249999994,0.0,rational
23,29,21.750631249999994,0.0,rational
23,30,23.788893749999993,0.0,rational
23,31,30.922812499999996,0.0,rational
24,1,53.34369999999996,0.0,rational
24,2,24.80802499999999,0.0,rational
24,3,22.76976249999999,0.0,rational
24,4,20.731499999999993,0.0,rational
24,5,27.865418749999993,0.0,rational
24,6,25.82715624999999,0.0,rational
24,7,21.75063124999999,0.0,rational
24,8,23.788893749999996,0.0,rational
24,9,30.953846874999993,0.03125,rational
24,10,30.953846874999993,0.03125,rational
24,11,20.731499999999993,0.0,rational
